name,college,url
"Computer Science: Algorithmic Foundations, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31070
"Computer Science: Computational Science And Engineering, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31071
"Computer Science: Computer Graphics and Visualization, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31072
"Computer Science: Database and Information Systems, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31073
"Computer Science: Machine Intelligence, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31991
"Computer Science: Programming Languages, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31075
"Computer Science: Security, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31076
"Computer Science: Software Engineering, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31992
"Computer Science: Systems Software, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31078
"Data Science, BS (CS)",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31952
Computer Science Minor,College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29857
Data Science First Year (CS),College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30270
"Atmospheric Science, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29831
"Environmental Geoscience, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29829
"Geology and Geophysics, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29828
"Planetary Sciences, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29827
Atmospheric Science Minor,College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31749
Earth and Planetary Sciences Minor,College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31839
"Actuarial Science Honors, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29825
"Actuarial Science, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29823
"Applied Mathematics, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29821
"Data Science, BS (Mathematics)",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30985
"Mathematics Education, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29817
"Mathematics Honors, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29816
"Mathematics, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29819
"Mathematics/Business, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29820
"Mathematics/Computer Science, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29815
"Mathematics/Statistics, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29814
Mathematics Minor,College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29855
Data Science First Year (Math),College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31025
"Applied Physics Honors, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29813
"Applied Physics, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29812
"Physics Honors, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29808
"Physics, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29806
Astronomy Minor,College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29866
Physics Minor,College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31861
"Applied Statistics, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29804
"Data Science, BS (Statistics)",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30246
"Statistics - Math Emphasis, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29802
"Statistics Honors, BS",College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29799
Statistics Minor,College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29852
Data Science First Year (Statistics),College of Science,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30271
"Veterinary Nursing Distance Learning, AAS",College of Veterinary Medicine,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31097
"Veterinary Nursing, AAS",College of Veterinary Medicine,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31098
"Veterinary Nursing Completion, BSVN",College of Veterinary Medicine,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31096
"Veterinary Nursing, BSVN",College of Veterinary Medicine,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29767
Entrepreneurship and Innovation Certificate,Office of the Provost,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29928
Quantum Information Science and Technology Certificate,Office of the Provost,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31969
Systems Certificate,Office of the Provost,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30443
Extensive Industry Co-op Certificate,Office of the Provost,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30477
Industry Co-op Certificate,Office of the Provost,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30478
Learning While Working Certificate,Office of the Provost,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31949
Pharmaceutical Manufacturing Certificate,Office of the Provost,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31334
Semiconductors and Microelectronics Certificate,Office of the Provost,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31335
